"","varname","label","val_labels"
"956","PP.K2_2_1_4_4_5","PAPA; K2_2_1_4_4_5 [Orig Label:  Annet]","1 Ja"
"957","PP.K2_2_1_4_4_5B","PAPA; K2_2_1_4_4_5B [Orig Label:  Hvis annet, beskriv:]"," "
"958","PP.K2_2_1_5_1","PAPA; K2_2_1_5_1 [Orig Label:  VÅKNER OM NATTEN]","0 Nei eller våkner kort men sovner lett; 2 Våkner i løpet av natten"
"959","PP.K2_2_1_5_2","PAPA; K2_2_1_5_2 [Orig Label:  Hvor mange ganger pr. natt skjer dette?]"," "
"960","PP.K2_2_1_5_3","PAPA; K2_2_1_5_3 [Orig Label:  Hvor ofte skjer dette?]"," "
"961","PP.K2_2_1_5_4","PAPA; K2_2_1_5_4 [Orig Label:  Når begynte hun/hanvåkne opp om natten?]"," "
"962","PP.K2_2_1_5_5_1","PAPA; K2_2_1_5_5_1 [Orig Label:  Ligger roligsengen]","1 Ja"
"963","PP.K2_2_1_5_5_2","PAPA; K2_2_1_5_5_2 [Orig Label:  Roper]","1 Ja"
"964","PP.K2_2_1_5_5_3","PAPA; K2_2_1_5_5_3 [Orig Label:  Forlater seng henter forelder]","1 Ja"
"965","PP.K2_2_1_5_5_4","PAPA; K2_2_1_5_5_4 [Orig Label:  Kommer oppforeldres seng]","1 Ja"
"966","PP.K2_2_1_5_5_5","PAPA; K2_2_1_5_5_5 [Orig Label:  Leker fornøyd med seg selv]","1 Ja"
"967","PP.K2_2_1_5_5_6","PAPA; K2_2_1_5_5_6 [Orig Label:  Forlater sengen fortisse]","1 Ja"
"968","PP.K2_2_1_5_5_7","PAPA; K2_2_1_5_5_7 [Orig Label:  Vandrer omkringhuset]","1 Ja"
"969","PP.K2_2_1_5_5_8","PAPA; K2_2_1_5_5_8 [Orig Label:  Annet]","1 Ja"
"970","PP.K2_2_1_5_5_8B","PAPA; K2_2_1_5_5_8B [Orig Label:  Hvis annet, beskriv:]"," "
"971","PP.K2_2_1_6_1","PAPA; K2_2_1_6_1 [Orig Label:  Hvor lang tid bruker hun/han vanligvis påsovne?]"," "
"972","PP.K2_2_1_6_2","PAPA; K2_2_1_6_2 [Orig Label:  VANSKELIGSOVNE]","0 Nei; 1 Ja"
"973","PP.K2_2_1_6_3_1","PAPA; K2_2_1_6_3_1 [Orig Label:  Frykt/redsel]","1 Ja"
"974","PP.K2_2_1_6_3_2","PAPA; K2_2_1_6_3_2 [Orig Label:  Ber om noe, f.eks vann]","1 Ja"
"975","PP.K2_2_1_6_3_3","PAPA; K2_2_1_6_3_3 [Orig Label:  Ønske om kontakt med forelder]","1 Ja"
"976","PP.K2_2_1_6_3_4","PAPA; K2_2_1_6_3_4 [Orig Label:  Trass]","1 Ja"
"977","PP.K2_2_1_6_3_5","PAPA; K2_2_1_6_3_5 [Orig Label:  Annet]","1 Ja"
"978","PP.K2_2_1_6_3_5B","PAPA; K2_2_1_6_3_5B [Orig Label:  Hvis annet, beskriv:]"," "
"979","PP.K2_2_1_7_1","PAPA; K2_2_1_7_1 [Orig Label:  MEDISINERING MOT INNSOVNINGSPROB/SØVNLØS]","0 Nei; 2 Ja"
"980","PP.K2_2_1_7_2","PAPA; K2_2_1_7_2 [Orig Label:  Hvilket medikament/middel ble brukt?]"," "
"981","PP.K2_2_1_8_1","PAPA; K2_2_1_8_1 [Orig Label:  VUGGER SEGSØVN PÅ DAGEN]","0 Nei; 2 Ja"
"982","PP.K2_2_1_8_2","PAPA; K2_2_1_8_2 [Orig Label:  VUGGER SEGSØVN PÅ KVELDSTID]","0 Nei; 2 Ja"
"983","PP.K2_2_1_8_3","PAPA; K2_2_1_8_3 [Orig Label:  Hvor lenge varer det hver gang?]"," "
"984","PP.K2_2_1_8_4","PAPA; K2_2_1_8_4 [Orig Label:  Når begynte hun/han med ruggingen?]"," "
"985","PP.K2_2_1_9_1","PAPA; K2_2_1_9_1 [Orig Label:  STANGER HODET PÅ DAGEN?]","0 Nei; 2 Ja"
"986","PP.K2_2_1_9_2","PAPA; K2_2_1_9_2 [Orig Label:  STANGER HODET PÅ KVELDEN?]","0 Nei; 2 Ja"
"987","PP.K2_2_1_9_3","PAPA; K2_2_1_9_3 [Orig Label:  Hvor ofte skjer det?]"," "
"988","PP.K2_2_1_9_4","PAPA; K2_2_1_9_4 [Orig Label:  Hvor lenge gjør han/hun det hver gang?]"," "
"989","PP.K2_2_1_9_5","PAPA; K2_2_1_9_5 [Orig Label:  Når startet *barnet* med dette?]"," "
"990","PP.K2_2_2_1_2","PAPA; K2_2_2_1_2 [Orig Label:  Hvor ofte kan dette skje?]"," "
"991","PP.K2_2_2_1_3","PAPA; K2_2_2_1_3 [Orig Label:  Hvor lenge varer denne ekstreme gleden uten grunn?]"," "
"992","PP.K2_2_2_1_4","PAPA; K2_2_2_1_4 [Orig Label:  Når skjedde dette for første gang?]"," "
"993","PP.K2_2_2_2_2","PAPA; K2_2_2_2_2 [Orig Label: Antall dager sistemånederpr uke12Maks 90]"," "
"994","PP.K2_2_2_2_3","PAPA; K2_2_2_2_3 [Orig Label: Antall dager sistemånederpr uke12Maks 90]"," "
"995","PP.K2_2_2_2_4","PAPA; K2_2_2_2_4 [Orig Label: Antall dager sistemånederpr uke12Maks 90]"," "
"996","PP.K2_2_2_2_4B","PAPA; K2_2_2_2_4B [Orig Label:  Hvis andre steder, hvor?]"," "
"997","PP.K2_2_2_2_5","PAPA; K2_2_2_2_5 [Orig Label:  Gjennomsnittlig antall forandringerstemningsleie per dag de dagene det forekommer]"," "
"998","PP.K2_2_2_2_6","PAPA; K2_2_2_2_6 [Orig Label:  Når begynte disse endringene?]"," "
"999","PP.K2_2_2_3_2","PAPA; K2_2_2_3_2 [Orig Label:  Hvor lenge varer dette?]"," "
"1000","PP.K2_2_2_3_3","PAPA; K2_2_2_3_3 [Orig Label:  Hvor ofte skjer dette?]"," "
"1001","PP.K2_2_2_3_4","PAPA; K2_2_2_3_4 [Orig Label:  Når begynte han/hunha disse periodene?]"," "
"1002","PP.K2_2_2_3_5","PAPA; K2_2_2_3_5 [Orig Label:  NEDSATT SØVNBEHOV]","0 Nei; 2 -2 timer mindre søvn enn vanlig pr natt; 3 > 2 timer mindre søvn enn vanlig pr natt"
"1003","PP.K2_2_2_4_2","PAPA; K2_2_2_4_2 [Orig Label:  Hvor lenge forblir han/hun opprørt?]"," "
"1004","PP.K2_2_2_4_3","PAPA; K2_2_2_4_3 [Orig Label:  Hvor ofte skjer dette?]"," "
"1005","PP.K2_2_2_4_4","PAPA; K2_2_2_4_4 [Orig Label:  Når begynte han/hunha vansker med overganger?]"," "
"1006","PP.K2_2_2_5_2","PAPA; K2_2_2_5_2 [Orig Label: Antall dager sistemånederhyppighet pr uke12maks 90]"," "
"1007","PP.K2_2_2_5_3","PAPA; K2_2_2_5_3 [Orig Label: Antall dager sistemånederhyppighet pr uke12maks 90]"," "
"1008","PP.K2_2_2_5_4","PAPA; K2_2_2_5_4 [Orig Label: Antall dager sistemånederhyppighet pr uke12maks 90]"," "
"1009","PP.K2_2_2_5_4B","PAPA; K2_2_2_5_4B [Orig Label:  Hvis andre steder, hvor?]"," "
"1010","PP.K2_2_2_5_5","PAPA; K2_2_2_5_5 [Orig Label:  Hvor lenge forblir *barnet* opprørt?]"," "
"1011","PP.K2_2_2_5_6","PAPA; K2_2_2_5_6 [Orig Label:  Når begynte han/hunha det slik?]"," "
"1012","PP.K2_2_2_6_1","PAPA; K2_2_2_6_1 [Orig Label: Overens med deg og familien]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1013","PP.K2_2_2_6_2","PAPA; K2_2_2_6_2 [Orig Label: Mulighet tilbeholde venner]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1014","PP.K2_2_2_6_3","PAPA; K2_2_2_6_3 [Orig Label: Læring el arbeidbarnehagen]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1015","PP.K2_2_2_6_4","PAPA; K2_2_2_6_4 [Orig Label: Lekaktivitetfritidsaktivitet]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1016","PP.K2_2_2_6_5","PAPA; K2_2_2_6_5 [Orig Label: Barnets livskvalitet]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1017","PP.K2_2_2_6_6","PAPA; K2_2_2_6_6 [Orig Label: Belastning for deg-dere-familien]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1018","PP.K2_2_2_6_7","PAPA; K2_2_2_6_7 [Orig Label:  Andre kommentarer til kapittel 2-2 Stemningsregulering:]"," "
"1019","PP.K2_2_3_1_1","PAPA; K2_2_3_1_1 [Orig Label:  FYSISK KONTAKT MED ANDRE MENNESKER]","0 fraværende; 2 Emosj opprørt el fysisk aggressiv el trekker seg tilbake når tatt på"
"1020","PP.K2_2_3_1_2","PAPA; K2_2_3_1_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1021","PP.K2_2_3_1_3","PAPA; K2_2_3_1_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1022","PP.K2_2_3_10_1","PAPA; K2_2_3_10_1 [Orig Label:  FOR LYS]","0 fraværende; 2 Liker skarpt lys - synes å ha forminsket reaktivitet"
"1023","PP.K2_2_3_10_2","PAPA; K2_2_3_10_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1024","PP.K2_2_3_10_3","PAPA; K2_2_3_10_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1025","PP.K2_2_3_11_1","PAPA; K2_2_3_11_1 [Orig Label:  FORNEMMELSER VED BEVEGELSE]","0 fraværende; 2 Liker intens bevegelsesstimuli - synes å ha forminsket reaktivitet"
"1026","PP.K2_2_3_11_2","PAPA; K2_2_3_11_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1027","PP.K2_2_3_11_3","PAPA; K2_2_3_11_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1028","PP.K2_2_3_12_1","PAPA; K2_2_3_12_1 [Orig Label:  ANNET]","0 fraværende; 2 Reagerer lite på X - synes å ha forminsket reaktivitet"
"1029","PP.K2_2_3_12_1B","PAPA; K2_2_3_12_1B [Orig Label:  Hvis til stede, beskriv annen hyposensitivitet:]"," "
"1030","PP.K2_2_3_12_2","PAPA; K2_2_3_12_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1031","PP.K2_2_3_12_3","PAPA; K2_2_3_12_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1032","PP.K2_2_3_13_1","PAPA; K2_2_3_13_1 [Orig Label: Overens med deg og familien]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1033","PP.K2_2_3_13_2","PAPA; K2_2_3_13_2 [Orig Label: Mulighet tilbeholde venner]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1034","PP.K2_2_3_13_3","PAPA; K2_2_3_13_3 [Orig Label: Læring el arbeidbarnehagen]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1035","PP.K2_2_3_13_4","PAPA; K2_2_3_13_4 [Orig Label: Lekaktivitetfritidsaktivitet]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1036","PP.K2_2_3_13_5","PAPA; K2_2_3_13_5 [Orig Label: Barnets livskvalitet]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1037","PP.K2_2_3_13_6","PAPA; K2_2_3_13_6 [Orig Label: Belastning for deg-dere-familien]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1038","PP.K2_2_3_13_7","PAPA; K2_2_3_13_7 [Orig Label:  Andre kommentarer til kapittel 2-3 Sensorisk hyperreaktivitet og hyporeaktivitet]"," "
"1039","PP.K2_2_3_2_1","PAPA; K2_2_3_2_1 [Orig Label:  KONTAKT MED TØY, KLÆR, MERKELAPP ETC]","0 fraværende; 2 Opprørt el fysisk aggressiv evt tar forhåndsregler og unngår stimuli"
"1040","PP.K2_2_3_2_2","PAPA; K2_2_3_2_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1041","PP.K2_2_3_2_3","PAPA; K2_2_3_2_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1042","PP.K2_2_3_3_1","PAPA; K2_2_3_3_1 [Orig Label:  VISUELL HYPERSENSITIVITET]","0 fraværende; 2 Emosjonelt opprørt el fysisk aggressiv el flykter fra lyset"
"1043","PP.K2_2_3_3_2","PAPA; K2_2_3_3_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1044","PP.K2_2_3_3_3","PAPA; K2_2_3_3_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1045","PP.K2_2_3_4_1","PAPA; K2_2_3_4_1 [Orig Label:  HØYE ELLER SKARPE LYDER]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv eller flykter fra lyden"
"1046","PP.K2_2_3_4_2","PAPA; K2_2_3_4_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1047","PP.K2_2_3_4_3","PAPA; K2_2_3_4_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1048","PP.K2_2_3_5_1","PAPA; K2_2_3_5_1 [Orig Label:  HYPERSENSITIVITET FOR LUKT/SMAK]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv eller flykter fra stimulus"
"1049","PP.K2_2_3_5_2","PAPA; K2_2_3_5_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1050","PP.K2_2_3_5_3","PAPA; K2_2_3_5_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1051","PP.K2_2_3_6_1","PAPA; K2_2_3_6_1 [Orig Label:  HYPERSENSITIVITET BEVEGELSESENDRING]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv eller unngår situasjon"
"1052","PP.K2_2_3_6_2","PAPA; K2_2_3_6_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1053","PP.K2_2_3_6_3","PAPA; K2_2_3_6_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1054","PP.K2_2_3_7_1","PAPA; K2_2_3_7_1 [Orig Label:  ANNEN HYPERSENSITIVITET]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv"
"1055","PP.K2_2_3_7_1B","PAPA; K2_2_3_7_1B [Orig Label:  Hvis til stede, beskriv annen hypersensitivitet:]"," "
"1056","PP.K2_2_3_7_2","PAPA; K2_2_3_7_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1057","PP.K2_2_3_7_3","PAPA; K2_2_3_7_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1058","PP.K2_2_3_8_1","PAPA; K2_2_3_8_1 [Orig Label:  FOR FYSISKE STIMULI]","0 fraværende; 2 Synes å ha forminsket reaktivitet for fysiske stimuli eller smerte"
"1059","PP.K2_2_3_8_2","PAPA; K2_2_3_8_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1060","PP.K2_2_3_8_3","PAPA; K2_2_3_8_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1061","PP.K2_2_3_9_1","PAPA; K2_2_3_9_1 [Orig Label:  FOR LYD]","0 fraværende; 2 Liker høye lyder - synes å ha forminsket reaktivitet"
"1062","PP.K2_2_3_9_2","PAPA; K2_2_3_9_2 [Orig Label:  Hvor ofte skjer dette?]"," "
"1063","PP.K2_2_3_9_3","PAPA; K2_2_3_9_3 [Orig Label:  Når begynte han/hunha disse vanskene?]"," "
"1064","PP.K2_2_4_1_1","PAPA; K2_2_4_1_1 [Orig Label:  SPISER FOR LITELITE UTTRYKK FOR SULT]","0 Ikke et problem; 2 Sier fra når sulten men spiser vanligvis lite; 3 Gir ikke uttrykk for sult og spiser lite - blir sliten og vanskelig"
"1065","PP.K2_2_4_1_2","PAPA; K2_2_4_1_2 [Orig Label:  REGULERING AV MATINNTAK]","0 Ikke et problem - sier fra når mett; 2 Noen ganger problem -kan overspise; 3 Stopper ikke selv-overspiser vanligvis"
"1066","PP.K2_2_4_1_3","PAPA; K2_2_4_1_3 [Orig Label:  SELEKTIV eller KRESENMATVEIEN]","0 Lite kresen og villig til å smake på nye typer mat; 2 Selektiv i matveien - noe begrenset hva barnet vil spise; 3 Ekstremt kresen - medfører problemer med å lage felles måltider"
"1067","PP.K2_2_4_1_4","PAPA; K2_2_4_1_4 [Orig Label:  HJEMME]","0 fraværende; 2 Til stede"
"1068","PP.K2_2_4_1_5","PAPA; K2_2_4_1_5 [Orig Label:  BARNEHAGEN]","0 fraværende; 2 Til stede"
"1069","PP.K2_2_4_1_6","PAPA; K2_2_4_1_6 [Orig Label:  ANDRE STEDER]","0 fraværende; 2 Til stede"
"1070","PP.K2_2_4_1_7","PAPA; K2_2_4_1_7 [Orig Label:  Når startet det?]"," "
"1071","PP.K2_2_4_2_1","PAPA; K2_2_4_2_1 [Orig Label:  VEKTTAP eller MANGLENDE ØKNING]","0 Nei; 1 Ja"
"1072","PP.K2_2_4_2_2","PAPA; K2_2_4_2_2 [Orig Label:  Hvis vekttap: Antall kilo vekttap de sistemåneder?]"," "
"1073","PP.K2_2_4_3_1","PAPA; K2_2_4_3_1 [Orig Label: Overens med deg og familien]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1074","PP.K2_2_4_3_2","PAPA; K2_2_4_3_2 [Orig Label: Mulighet tilbeholde venner]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1075","PP.K2_2_4_3_3","PAPA; K2_2_4_3_3 [Orig Label: Læring el arbeidbarnehagen]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1076","PP.K2_2_4_3_4","PAPA; K2_2_4_3_4 [Orig Label: Lekaktivitetfritidsaktivitet]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1077","PP.K2_2_4_3_5","PAPA; K2_2_4_3_5 [Orig Label: Barnets livskvalitet]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1078","PP.K2_2_4_3_6","PAPA; K2_2_4_3_6 [Orig Label: Belastning for deg-dere-familien]","0 Ikke i det hele tatt; 1 Litt; 2 En god del; 3 Mye"
"1079","PP.K2_2_4_3_7","PAPA; K2_2_4_3_7 [Orig Label:  Andre kommentarer til kapittel 2-4 Matvaner:]"," "
"1080","PP.K2_2_INSTRUMENT_ID","PAPA; K2_2_INSTRUMENT_ID"," "
"1081","PP.K2_2_STATUS","PAPA; K2_2_STATUS"," "
"1082","PP.K2_3_INSTRUMENT_ID","PAPA; K2_3_INSTRUMENT_ID"," "
"1083","PP.K2_3_STATUS","PAPA; K2_3_STATUS"," "
"1084","PP.K2_INSTRUMENT_ID","PAPA; K2_INSTRUMENT_ID"," "
"1085","PP.K2_STATUS","PAPA; K2_STATUS"," "
"1086","PP.LANG.GR","PAPA; language; diagnostic groups","1 LANG_DEV_PROBL_clin; 2 LANG_DEV_PROBL_subclin; 3 LANG_DEV_PROBL_lackinfo; 4 no_LANG_DEV_PROBL"
"1087","PP.ODD.GR","PAPA; oppositional defient disorder; diagnostic groups","1 ODD_clin; 2 ODD_subclin; 3 ODD_missimp; 4 no_ODD"
"1088","PP.ODD.i1","PAPA; oppositional defient disorder; item[Orig Label:  TRASS]","0 fraværende; 2 Trass forekommer i forbindelse med minst 2 aktiviteter; 3 Trass forekommer i forbindelse med de fleste aktiviteter"
"1089","PP.ODD.i2","PAPA; oppositional defient disorder; item[Orig Label:  KRANGLER MED VOKSNE]","0 fraværende; 2 Til stede men UTEN fysisk vold utøvd av barnet; 3 Til stede og en eller flere krangler MED fysisk vold utøvd av barnet"
"1090","PP.ODD.i3","PAPA; oppositional defient disorder; item[Orig Label:  SINNEUTBRUDD]","0 fraværende; 2 Til stede"
"1091","PP.ODD.i4","PAPA; oppositional defient disorder; item[Orig Label:  IRRITERER ANDRE MED VILJE]","0 fraværende; 2 Irriterende atferd i minst 2 aktivitet -hører ikke etter noen ganger; 3 Irriterende atferd i fleste akt -krangler av og til ved formaninger"
"1092","PP.ODD.i5","PAPA; oppositional defient disorder; item[Orig Label:  SKYLDE PÅ ANDRE]","0 fraværende; 2 lyver i minst 2 aktiviteter -andre får skyld eller problemer"
"1093","PP.ODD.i6","PAPA; oppositional defient disorder; item[Orig Label:  ONDSINNET ELLER HEVNGJERRIG]","0 fraværende; 2 Til stede"
"1094","PP.ODD.i7","PAPA; oppositional defient disorder; item[Orig Label:  NÆRTAGENDE OG TÅLER LITE FRA ANDRE]","0 fraværende; 2 Er ganske nærtagende; 3 Svært nærtagende -tåler lite fra andre"
"1095","PP.ODD.i8","PAPA; oppositional defient disorder; item[Orig Label:  SINT OG IRRITERT]","0 fraværende; 2 Irritabelt humør forekommer i minst 2 situasjoner; 3 Irritabelt humør fleste situasj - av og til umulig å få barnet ut av"
"1096","PP.ODD.IMP","PAPA; oppositional defient disorder; impairments"," "
"1097","PP.ODD.IMP.MI","PAPA; oppositional defient disorder; impairments; number of missing values"," "
"1098","PP.ODD.IMP.SS","PAPA; oppositional defient disorder; impairments; sum of scores"," "
"1099","PP.ODD.IMP.SS.MI","PAPA; oppositional defient disorder; impairments; sum of scores; number of missing values"," "
"1100","PP.ODD.IMPstr","PAPA; oppositional defient disorder; strong impairments"," "
"1101","PP.ODD.IMPwk","PAPA; oppositional defient disorder; weak impairments"," "
"1102","PP.ODD.SC","PAPA; oppositional defient disorder; count of non-zero scores"," "
"1103","PP.ODD.SS","PAPA; oppositional defient disorder; sum of scores"," "
"1104","PP.ODD.SYwofreq","PAPA; oppositional defient disorder; symptoms without frequency"," "
"1105","PP.ODD.SYwofreq.MI","PAPA; oppositional defient disorder; symptoms without frequency; number of missing values"," "
"1106","PP.OTHER.GR","PAPA; other; diagnostic groups","1 OTHER_DISORDER_clin; 2 OTHER_DISORDER_subclin; 3 OTHER_DISORDER_lackinfo; 4 no_OTHER_DISORDER"
"1107","PP.PHO.GR","PAPA; phobia; diagnostic groups","1 Phobia_clinical; 2 Phobia_subclinical; 3 Phobia_noimp; 4 no_Phobia"
"1108","PP.PHO.i1","PAPA; phobia; item[Orig Label:  FRYKT FOR DYR]","0 fraværende; 2 Frykt forstyrrer minst 2 aktivit og noen ganger umulig å kontrollere; 3 Frykt forstyrrer fleste aktivit -nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon siste 3 mnd men ville hatt frykt"
"1109","PP.PHO.i2","PAPA; phobia; item[Orig Label:  FRYKT FOR STORM, TORDENVÆR OG/ELLER LYN]","0 fraværende; 2 Frykt kommer når tordenvær -delvis umulig å kontrollere frykten; 3 Frykt nesten alltid umulig å kontrollere -kommer og utenom tordenvær; 4 Torden fraværende i primærperioden men barnet ville vært redd"
"1110","PP.PHO.i3","PAPA; phobia; item[Orig Label:  LEGE- ELLER TANNLEGESKREKK]","0 fraværende; 2 Frykt forstyrrer minst 2 aktivit og noen ganger umulig å kontrollere; 3 Frykt forstyrrer fleste aktivit -nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon men ville hatt frykt; 9 S Har ikke vært hos lege eller tannlege siste 3 mnd"
"1111","PP.PHO.i4","PAPA; phobia; item[Orig Label:  FRYKT FOR BLOD/SPRØYTER]","0 fraværende; 2 Frykt forstyrrer minst 2 aktivit og noen ganger umulig å kontrollere; 3 Frykten forstyrrer fleste aktivi -nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon men ville hatt frykt; 9 S Ikke vært i situasjon med blod eller sprøyter siste 3 mnd"
"1112","PP.PHO.i5","PAPA; phobia; item[Orig Label:  MØRKEREDSEL]","0 fraværende; 2 Frykten forstyrrer minst 2 aktivit -noen ganger umulig å kontrollere; 3 Frykt forstyrrer fleste aktivit -nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon men ville hatt frykt"
"1113","PP.PHO.i6","PAPA; phobia; item[Orig Label:  FRYKT FOR AKTIVITETERTRANGE ROM]","0 fraværende; 2 Frykt forstyrrer minst 2 aktivitet -noen ganger umulig å kontrollere; 3 Frykt forstyrrer fleste aktivit -nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon siste 3 mnd men ville hatt frykt"
"1114","PP.PHO.i7","PAPA; phobia; item[Orig Label:  FRYKT FOR xxxxx]","0 fraværende; 2 Frykt forstyrrer minst 2 aktivit og noen ganger umulig å kontrollere; 3 Frykt forstyrrer fleste aktivit -nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon de siste 3 mnd -men ville hatt frykt"
"1115","PP.PHO.IMP","PAPA; phobia; impairments"," "
"1116","PP.PHO.IMP.CAT","PAPA; phobia; impairments; category"," "
"1117","PP.PHO.IMP.MI","PAPA; phobia; impairments; number of missing values"," "
"1118","PP.PHO.IMP.SS","PAPA; phobia; impairments; sum of scores"," "
"1119","PP.PHO.IMPstr","PAPA; phobia; strong impairments"," "
"1120","PP.PHO.IMPwk","PAPA; phobia; weak impairments"," "
"1121","PP.PHO.SC","PAPA; phobia; count of non-zero scores"," "
"1122","PP.PHO.SS","PAPA; phobia; sum of scores"," "
"1123","PP.PP.ER.SS","PAPA; PAPA; Emotion regulation; sum of scores"," "
"1124","PP.SEA.GR","PAPA; separation anxiety; diagnostic groups","1 SEA_clinical; 2 SEA_subclinical; 3 SEA_noimp; 4 no_SEA"
"1125","PP.SEA.i1","PAPA; separation anxiety; item[Orig Label:  UNNGÅRVÆRE ALENE]","0 fraværende; 2 Vil n ggr unngå være alene pga frykt -av og til umulig å kontrollere; 3 Vil nesten alltid unngå være alene pga frykt -umulig å kontrollere"
"1126","PP.SEA.i2","PAPA; separation anxiety; item[Orig Label:  FORHÅNDSBEKYMRING/MOTSTAND ATSKILLELSE]","0 fraværende; 2 Av og til bekymring umulig å kontrollere relatert til atskillelse; 3 Nesten alltid bekymring umulig kontrollere relatert til atskillelse"
"1127","PP.SEA.i3","PAPA; separation anxiety; item[Orig Label:  MARERITT OM SEPARASJON]","0 fraværende; 2 Vonde drømmer om separasjon har vekket barnet siste 3 mnd"
"1128","PP.SEA.i4","PAPA; separation anxiety; item[Orig Label:  REDD/ENGSTELIG FORGÅBARNEHAGEN]","0 Nei; 2 Ja"
"1129","PP.SEA.i5","PAPA; separation anxiety; item[Orig Label:  FRYKT FOR MULIG SKADE]","0 fraværende; 2 Frykten er forstyrrende og umulig å kontrollere deler av tiden; 3 Frykt forstyrrer fleste aktivitete -nesten alltid umulig kontrollere"
"1130","PP.SEA.i6","PAPA; separation anxiety; item[Orig Label:  MOTVILJE MOTSOVNE ALENE]","0 Ingen motstand; 2 Viser av og til motvilje mot å sovne alene; 3 Nesten alltid motvilje mot å sovne alene -protesterer hver kveld"
"1131","PP.SEA.IMP","PAPA; separation anxiety; impairments"," "
"1132","PP.SEA.IMP.CAT","PAPA; separation anxiety; impairments; category"," "
"1133","PP.SEA.IMP.MI","PAPA; separation anxiety; impairments; number of missing values"," "
"1134","PP.SEA.IMP.SS","PAPA; separation anxiety; impairments; sum of scores"," "
"1135","PP.SEA.IMPstr","PAPA; separation anxiety; strong impairments"," "
"1136","PP.SEA.IMPwk","PAPA; separation anxiety; weak impairments"," "
"1137","PP.SEA.SC","PAPA; separation anxiety; count of non-zero scores"," "
"1138","PP.SEA.SS","PAPA; separation anxiety; sum of scores"," "
"1139","PP.SL.GR","PAPA; sleep; diagnostic groups","1 SLEEP_REG_PROBL_wimp; 2 SLEEP_REG_PROBL_woimp; 4 no_SLEEP_REG_PROBL"
"1140","PP.sNAs","PAPA; sNAs"," "
"1141","PP.SOA.GR","PAPA; social anxiety; diagnostic groups","1 SocAnx_clinical; 2 SocAnx_subclinical; 3 SocAnx_noimp; 4 no_Phobia"
